idx,class,conversation
227,3,"이것만 마시면 편하게 죽을 수 있어
살려주세요
아냐 너는 나한테 죽을 죄를 지어서 이제 살아갈 수 없어
다시는 실수하지 않겠습니다 죄송합니다
사과는 죽은 사람들에게 해. 너도 죽으면 돼
살려주세요
마셔
저는 죽고싶지 않아요
그럼 왜그랬어 너도 똑같이 죽어
싫어요"
228,3,"말씀하신 자료 구했습니다.
어 수고했어.
하실 말씀이 그게 다입니까?
이게 다인데?
이번 건만 마무리하면 제 딸 풀어주신다고 했잖습니까.
아 사정이 좀 생겨서 말이야.
무.무슨!
일이 그렇게 됐어. 한 번만 더 나 좀 도와줘야겠어.
.그 말을 믿을 수 있을 것 같습니까?
믿고 안 믿고는 중요하지 않지. 딸 목숨이 최우선 아닌가?"
233,3,"너 우리누나 좋아하지?
어? 어떻게 알았어?
니가 우리누나 지나갈때마다 음흉한 눈 치켜뜨길래 모를수가 없었지
늘 모든 사람한테 친절하길래
응 우리누나가 못생기고 못난 것들한테도 친절하거든 그게 너라고 딱히 의미 있는건 아니고
아. 그래.
그래서 그런데 니가 우리누나 좋아하는게 불쾌해서 니마음 정리좀해주라
사람 마음이 그렇게 칼로 무자르듯 쉽게 정리되는거 아니잖아
그거야 내 알바아니고 정리얼른해 너 같은 새끼가 우리누나 좋아한다는게 너무 소름끼친다 얼른 정리 안하면 알지? 내성격 모르는 사람 없잖아 우리학년에 나도 어떻게 할지 모르니까 뒤지게 맞기 싫으면 빠른 시일내로 정리해
아. 알겠어"
236,3,"뒤지고싶지? 시키는대로 안해?
죄송해요.
덜쳐맞았나봐? 내가 사람 여럿 찔러봤다고 말했지.
하겠습니다.
아 말에 토달지 말고 하라고. 참 니 동생 좋은 회사 다니더라?
죄송합니다.
동생이랑 같은 날 제삿날로 만들어줘?
잘하겠습니다. 동생은 건들지 말아주세요.
명령하네? 진짜 뒤지고싶은가보다
아닙니다.죄송합니다."
237,3,"사람은 한 쪽 신장이 없어도 살 수 있다던데
갑자기 그 얘기는 왜 하는거야?
아니 신장 하나 없어도 살 수 있다고 하면 굳이 두개가 필요한가 해서
지금 나한테 하는 말이야?
어차피 사정이 이렇게 된 거 니가 하나 떼서 돈이라도 벌어오면 좋잖아?
내가 왜 누구를 위해서 그래야 하는건데?
누구를 위해서라고 한다면 음. 쉽게 설명해줘? 니 모든 정보다 우리가 갖고 있는거 알지?
그게 뭐가 중요한데
그럼 이제 막 걷기 시작한 니 새끼가 어디에 있는지도 다 알고 있다는 거겠지?
뭐? 우리 애한테는 손대지마. 제발 내가 어떻게 해서든 돈 구해올게.
너무 오래 기다려줬어. 그러니까 그냥 쉽게 가자. 잠깐만 자고 일어나면 다 끝나 있을거야. 
이거 놔 싫어 지금 뭐하는 거야!"
241,3,"뭐하는 새끼야
미안해
말로만 미안하면 다야?
그게 아니라
짜증나네 니 약점 다 소문낸다?
안돼 제발
뒷감당은 알아서 하시고
한번만 봐주면 안될까?
응 싫은데 내가왜?
미안해"
243,3,"이게 어떻게 된거야.? 엄마 수술은 어떻게 된거냐고
 엄마가 이제 괜찮다고 해서 딱 봐도 많이 좋아지셨잖아. 굳이 수술까진 할 필요 없어보여서.
 뭐? 그걸 왜 누나가 정해? 누나가 의사야? 병원가서 정밀검사 받아보고 해야지. 큰 병이면 어쩌려고 그래?
 아 늙어서 몸도 성하지 않는 사람 수술해서 뭐 어쩔건데????
 그럼 내가 준 수술비는 어쨌는데. 급하다며 급하다고 해서 내가 돈 다 빼서 줬잖아. 그거 어딨냐고 !!!!!!!!!
 그건 다른 급한 곳에 썼어.
 하. 급한 곳? 뭔데 어디다 썼는데.
 엄마 모시고 살면 돈 나가는 곳이 한 두 군데니? 이것 저것 급한 곳들 돈 썼지. 니가 말하면 알아?
 이건 뭐야? 못 보던건데. 누나 또 명품샀어?
 아 내놔!!!!!!!! 니가 뭘 알아. 아니야 이거 원래 있던거야.
 하. 니가 그러고도 인간이야? 그게 어떤돈인데!!!!!!!!!!!! 내가 밤낮으로 잠도 못자가면서 번 돈 !!!!!! 엄마 수술비하라고 다 빼서 준 걸 니가 가방을 쳐 사는데 써???????????
 아 시끄러워. 나 바빠 가야해.
 이성을 잃은 듯 너같은 년이 죽어야하는데. 너같은 년은 살 가치가 없다. 너가 죽어 너가 !!!!!!!!!!!
 왜.왜이래??! 미쳤어?
 이제 도저히 못참겠다. 몇 년 동안 이게 몇 번째야? 이 짓거리 못하도록 그냥 널 병신 만드는게 낫겠다. 팔 다리를 부러뜨려야 밖으로 안싸돌아 다니지? 발목을 아주 잘라버려야겠어. 주변에 흉기를 찾는다
 미.미쳤어 왜이렇게 흥분해?!?!?
 공구함에 있던 망치를 들며 너 내가 오늘 가만 안둬. 미친 건 너야. 팔다리를 없애버리겠어.
 꺄아아아"
244,3,"아빠. 아빠 언제까지 이렇게 누워만 있을거야.
미안해. 우리 아들. 아빠가 되어서 아들을 이렇게 고생시키고.
이렇게 간호해봤자 죽을지 살지도 모르는데 아니 애초에 죽을 확률이 더 높은데 언젞자 이 짓거리를 계속해 환멸나.
아들아 너 아무리 힘들어도 이 애비한테 너무 한 거 아니냐. 누워만 있는 게 아니고 듣지도 말하지도 먹지도 못해도 그런 말 하는거 아니야. 내가 널 얼마나 힘들게 키웠는데
됐어 진짜 지겨워 죽겠어. 아무도 없을 때 조용히 죽게 산소호흡기 때 버리고 싶어. 그럼 보험료도 나오고 일석이조네. 내 일상도 편해지고
야! 아들 너 엄마랑 아빠 앞에서 말버릇이 그게 뭐야! 너만 힘드냐??
무슨 자격으로 엄마가 날 야단치는데 열받네 엄마 아빠 옆에서 잘 돌보는 게 좋을거야. 내가 언제 죽여버릴지 잘 보고 있어.
뭐. 뭐.? 너 원래 이런 애였니? 엄마 정말 너의 두 얼굴에 치가 다 떨려. 왜 이러는거니 정신 좀 차려
이런애든 저런애든 원래 나한테 관심 없었잖아? 그러다가 둘 다 힘든 상황 오니까 나한테 관심 갖는 척 하는거고 내가 아주 엄마 잠들었을 때 아빠 죽여버릴거야 각오해.
아들아. 제발 엇나가지 말거라. 너한테 간호하라는 말도 안 할게. 이 아비 수명 다 할 때까지 살도록 제발 내벼려 둬 주라.
봐봐 아빠는 이기적이야. 수명 다 할 때까지? 그때까지 누가 버티라고 그 수명 내가 정할거야."
248,3,"너 지금 무슨상황인지 머리가 안돌아가?
아닙니다 죄송합니다
너 어떤 놈인지 알아내는거 문제도 아니야
그그게
여기가 어디라고 그딴식으로 행동하는거야!
정말 죄송합니다
웃어? 웃겨 이게? 
 아 아닙니다
 너 안되겠네 따라와 내가 말로만 할줄아나본데 너같은 놈은 정신차리게 해줘야해
 끌려가며으으으아 죄송합니다아!!!!"
253,3,"어때? 예쁜 손가락이 곧 없어질텐데.
림 그리는 사람한테는 손이 생명이에요
그러게. 좋게 얘기할때 알아들어야 5개 손가락을 가질수 있지
지금 하는 작품만 마무리하고 할께요
시간 없다고. 하루에 한개씩 손가락 사라진다고 생각해 봐
최대한 노력해서 빨리 끝내도록 할께요
그래? 그럼 손가락에서 발가락까지 범위를 늘릴거야 . 기억하라고.
네 기억하겠습니다 
속는셈치고 믿어보지 . 매일 진행상황 보고하라고
네 보고드리겠습니다"
254,3,"이빨을 못쓰게 뽑아버려야겠어
왜 그러십니까
왜긴 니놈 하는 짓거리가 거슬려서 참을 수가 있어야지
밑도 끝도 없이 왜그러십니까 진정하세요
진정하는건 내마음이고 니 새끼가 거슬리는 것도 내맘이지
말씀이 너무 심하세요
그래 니 입부터 거슬려서 이빨이라도 뽑아버리면 밥도 못먹어서 말할 힘도 없겠지 낄낄
신고하겠습니다
신고하기전에 강냉이 털릴텐데 괜찮겠어?
제가 이런소리 들을 이유는 없습니다. 그만해주세요 제발"
256,3,"우리를 배신하면 어떻게 되는지 니가 더 잘 알지 않나?
실수 ? 너는 실수를 목숨을 내놓고 하는구나.
아닙니다. 정말 몰랐습니다. 형님 .
나는 고의든 실수든 우리를 배신하는 애는 사람으로 취급을 안해서 말이야.
제가 어떻게 하면 될까요.
어떻게 하긴. 앞으로 우리를 다신 배신하지 않겠다는 의미로 팔 한쪽만 내놓으면 돼.
네? 그게. 무슨 
니가 실수였든 아니든 우릴 배신한 건 맞으니까 다신 그러지 않아야 하잖아?
그렇지만 팔을. 내놓는 다는 건.
못하겠어? 그럼 뭐 다른 데를 내놓겠다는 건가?
살려주십쇼."
258,3,"너 길동이 기억하지? 너가 괴롭혀서 죽은 내 딸.
무슨 소리세요. 저는 그런 사람 모릅니다.
니 자식이 똑같이 돼도 모른다고 잡아뗄텐가?
죄송합니다!!! 제가 다 잘못했습니다.
네 아이가 위험해지니 이제야 죄송하다고?
제가 다 잘못했습니다. 제가 잠시 미쳤었나 봅니다.
너도 나처럼 자식을 잃는 고통을 느껴봐.
제발 살려주세요. 그 아이는 아무 잘못 없잖아요.
자식을 잃은 마당에 그런건 중요하지 않아.
제발 부탁드려요."
259,3,"내가 지금 니 딸을 데리고 있다.
제 딸은 무사한가요?
아직은 무사하다. 내가 시키는대로만 하면 죽이진 않는다
시키는 대로할게요 제발요
돈을 준비해서 원하는 장소로 가지고와라
그럴게요. 그럴게요
혹시나 헛생각하면 니딸은 죽는다 
제발요. 아무것도 하지않고 시키는대로 할게요
잘생각하고 돈을 준비해놓고 기다려라 다시 전화할테니
딸목소리 한번만 들려주시면 안되나요
 헛소리말고 끊어라 왜 딸 비명 소리라도 듣고싶은가
 아.아니요."
261,3,"저기요
네?
너무 맘에 들어서 그런데.
아네 
연락처좀 여쭤봐도 될까요?
아.죄송합니다.
그래도 연락처좀.
남자친구 있어요.
번호 안 주면 여기서 당장 죽여버린다!!!!
아.네 드릴게요."
270,3,"야 니 일로와봐
예? 누구세요?
니가 저번주에 때린 뿅뿅고 다니는애 형인데 내동생 왜때렸냐?
아니 그게 때린게아니라.
넌 뒤졌어 너도 똑같이 해줄께
잘못했어요 이제 안그럴께요
좆까 이 씹쌔끼야 넌 빠따좀맞자
아 형 살려주세요
엎드려 이개새끼야
형진짜 잘못했어요"
273,3,"야 불만있어?
나? 아닌데.
이새끼 왜 눈깔을 그렇게 뜨고다니냐 죽고싶어?
다른데 쳐다본건데 왜그래
내가 바보로 보이냐? 니가 진짜 죽고싶구나
아니야.그냥 가던길갈게
야 어딜가 한번만 더 눈 그따위로 떠봐
미안해 잘못했어
내 눈에 거슬리면 칼로 찔러서 죽여버린다
앞으로 조심할게."
278,3,"그렇게 죽고싶으면 엄마가 너 죽여줄까?
갑자기 뭔 소리에요?
내가 마음만 먹으면 너를 죽일 수 있단걸 잘 모르나봐. 네가 항상 먹는 아침밥에 쥐약을 섞어줄 수도 있어.
뭐라고요?
매일 일어나기 싫으면 네가 잘 때 베개로 얼굴을 눌러서 그냥 계속 자게 만들어줄 수도 있어.
엄마 그냥 하소연한것 뿐이에요. 장난치지 마세요.
장난 아니야. 엄마가 차로 학교까지 태워다줄 때 들이받아줄까? 
앞으로 그런말 안할테니까 제발 그만하세요.
그래 한 번만 더 엄마 앞에서 죽고싶다고 해봐.
네 진짜 죄송해요 조용히 밥먹을게요."
279,3,"야 너 내가 00이 만나지 말라고 경고했을텐데?
언니 제 마음이에요. 제가 만나든 말든 언니가 무슨 상관이에요?
니가 지금 세상 참 편하고 행복하게 사는구나? 전남친한테 쳐맞고 아직도 정신 못 차렸나?
여기서 그 얘기가 왜 나와요? 언니도 똑같이 쳐맞아 볼래요? 머리에서 피 나오고 온 몸이 멍이 들게 해줘요?
해봐. 니까짓 거 하나도 안 무서워. 한 번 더 내 눈 앞에서 알짱대면 그냥 그대로 뒤질 줄 알아
언니. 언니가 지금 스스로 무섭다고 생각하나본데 그냥 웃기거든요? 한 번만 더 저한테 충고하면 앞으로 말 하기 싫다는 뜻으로 알고 혀를 뽑아버릴게요.
이제야 본색을 드러내는구나. 말로는 뭘 못 하겠니 
제 소문 못 들으셨나봐요. 어디 한 번 해보세요. 다시는 말 못하고 얼굴 못 들고 다니게 해줄게요.
꺼져.
언니도 꺼져요 제발."
296,3,"내가 지금부터 민감한 이야기를 할 거니까 사람 없는 곳으로 가서 전화 받아요. 내 경고하는데 경찰에 신고하거나 주위 사람에게 알리면 애 배때기 칼로 쑤셔 버립니다.
아이가 어디에 있습니까?
애가 어디 있는지 그걸 왜 나한테 묻나? 네 애 어디 있는지도 모르나 아줌마?
지금 아이가 학교 갔는데 이 전화가 와서.
아줌마 내가 원하는 건 단순히 돈이야 돈. 난 돈이 필요하다. 나한테 돈 얼마나 해 줄 수 있나요 최대한?
아이가 어디 있는 거예요?
아이가 어디 있느냐고? 창고요.
창고 어딘데요? 아이가 어디 있는지 봐야 알죠.
어딘지 왜 자꾸 위치 묻느냐고 개년아? 돈 준비하라니까."
304,3,"이 몽둥이로 너를 두들겨 팰 거야
나한테 왜 이러는 거야
최교수 너는 너무 많은 과제를 줬어
학생 진정하도록 해
내가 당신 수업 만든 줄 아나보지?
제발 이러지 마
나한테 학점도 거지 같이 줬겠다?
누가 좀 살려줘요
너 이 자식 오늘 제삿날이다
제발 부탁이야 앞으로는 안 그럴 테니 제발!"
311,3,"왜 이러세요? 이거 놓으세요
 가방 이리내 안 그러면 죽여버리겠어
 진정하세요 드릴게요 드리면 되잖아요
 빨리 내놔 좋은 말로 할때
 여기있어요 그만 놔주세요 드렸잖아요
 너 나들마트 옆에 살지?
 아니 그걸 어떻게. 제발 살려주세요
 만약 신고한다면 알아서 생각해 알겠어?!
 알았어요 신고 안할테니 살려만주세요
 지켜볼거야 꺼져!"
315,3,"뭐 이딴 식으로 운전해. 죽고싶어!
 당신이 먼저 무리하게 끼어들기 했잖아요
 웃기고 있네. 이새끼야 빨리 내려봐. 오늘 너 죽는날이야
 왜 이러세요
 여보. 그냥 가자
 내려. 빨리 내리라고. 이 자식아.
 왜 이러세요
 이 자식. 내가 오늘 너 죽여버릴꺼야
 그만하세요
 오늘 너 죽고 나 죽는거야
 경찰에 신고하자"
319,3,"아람초등학교 1학년 3반 김수진 
선생님! 제발 제 딸만은!!
어제 보니까 아주 귀엽던데? 근데 어쩌나 아빠를 잘못둬서 죽게생겼으니
정말 잘못했습니다. 제발 제 딸만은 건드리지 말아주세요.
아이고 딸을 그렇게 사랑하시는 양반이 
결혼하고 10년만에 낳은 딸입니다. 제 목숨보다 소중하다고요. 제발 살려주세요.
딸을 그렇게나 사랑하면 딸을 위해 무슨 일이든 다 하겠네? 아니면 뭐.
아닙니다. 아닙니다. 한번만 더 기회를 주세요.
그래. 그럼 내일까지. 내일까지 니가 딸을 얼마나 사랑하는지 보겠어.
감사합니다. 감사합니다. 내일까지 어떻게든 마련해보겠습니다."
